,Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Unnamed: 12,coords0,coords1,coords2
16308,HA,CY217978,Yes,4,1737,H3N2,2016-12-13,IRD:Human,USA,Washington,16-17,A/Washington/95/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16309,HA,CY226454,Yes,4,1737,H3N2,2016-12-13,IRD:Human,USA,Washington,16-17,A/Washington/96/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16310,HA,CY217986,Yes,4,1737,H3N2,2016-12-13,IRD:Human,USA,Washington,16-17,A/Washington/97/2016,,-1.6280243396759033,-2.2751405239105225,2.9287266731262207
16311,HA,CY217994,Yes,4,1737,H3N2,2016-12-27,IRD:Human,USA,Washington,16-17,A/Washington/98/2016,,0.675916850566864,-0.20658358931541443,1.785606026649475
16312,HA,CY218002,Yes,4,1737,H3N2,2016-12-27,IRD:Human,USA,Washington,16-17,A/Washington/99/2016,,-1.693084955215454,-2.058866500854492,2.8277411460876465
16313,HA,CY026603,Yes,4,1721,H3N2,2007-02-08,IRD:Human,USA,Washington,06-07,A/Washington/UR06-0225/2007,,1.7422900199890137,-2.1538755893707275,0.5801689028739929
16314,HA,CY026771,Yes,4,1724,H3N2,2007-02-12,IRD:Human,USA,Washington,06-07,A/Washington/UR06-0252/2007,,2.19488787651062,-2.0255444049835205,0.7309170365333557
16315,HA,CY069349,No,4,1729,H3N2,2009-02-09,IRD:Human,USA,Washington,-N/A-,A/Washington/WRAIR1057P/2009,,1.61037278175354,-1.4266302585601807,1.0229250192642212
16317,HA,EU103822,No,4,1701,H3N2,2004-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/01/04,,1.517322063446045,-3.3219330310821533,0.5727396607398987
16318,HA,CY121480,Yes,4,1737,H3N2,2004-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/01/2004,,1.485222339630127,-3.277484178543091,0.5428610444068909
16319,HA,KM821329,Yes,4,1734,H3N2,2004-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/01/2004,,1.485222339630127,-3.277484178543091,0.5428610444068909
16320,HA,CY012104,Yes,4,1724,H3N2,2004-01-26,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/01/2004,,1.3255829811096191,-3.182241201400757,0.4428955912590027
16321,HA,CY014023,Yes,4,1721,H3N2,2005-07-09,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/1/2005,,1.3122820854187012,-2.3041393756866455,0.4872881770133972
16322,HA,CY011720,No,4,1721,H3N2,2003-05-30,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/10/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16323,HA,CY012672,Yes,4,1716,H3N2,2004-08-31,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/14/2004,,1.469287395477295,-2.6351449489593506,0.22663183510303497
16324,HA,CY013469,Yes,4,1713,H3N2,2004-09-06,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/18/2004,,1.469287395477295,-2.6351449489593506,0.22663183510303497
16325,HA,CY014031,Yes,4,1714,H3N2,2005-07-11,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/2/2005,,1.7626748085021973,-2.7922041416168213,0.3434063792228699
16326,HA,CY019989,Yes,4,1724,H3N2,2000-09-19,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/21/2000,,0.7358096241950989,-3.9799907207489014,-0.14926640689373016
16327,HA,CY011616,Yes,4,1721,H3N2,2001-07-09,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/22/2001,,0.184636190533638,-3.375054121017456,-0.23234479129314423
16328,HA,CY012688,Yes,4,1723,H3N2,2004-09-12,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/22/2004,,1.786074161529541,-2.9526641368865967,0.44906920194625854
16329,HA,CY013453,Yes,4,1714,H3N2,2004-08-23,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/23/2004(H3N2),,1.786074161529541,-2.9526641368865967,0.44906920194625854
16330,HA,CY011736,No,4,1717,H3N2,2003-06-18,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/25/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16331,HA,CY013895,Yes,4,1716,H3N2,2000-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/26/2000(H3N2),,1.2361444234848022,-4.09975004196167,-0.7914630770683289
16332,HA,CY013477,Yes,4,1713,H3N2,2004-09-11,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/27/2004,,1.8991427421569824,-2.857292890548706,0.2589218020439148
16333,HA,CY013405,Yes,4,1717,H3N2,2000-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/28/2000(H3N2),,0.0679977685213089,-3.56484055519104,-0.30659598112106323
16334,HA,CY011744,No,4,1717,H3N2,2003-06-24,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/28/2003,,0.8498587012290955,-3.398707151412964,0.436475932598114
16335,HA,CY011696,No,4,1721,H3N2,2003-05-19,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/03/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16336,HA,CY014047,Yes,4,1718,H3N2,2005-07-13,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/3/2005,,1.7626748085021973,-2.7922041416168213,0.3434063792228699
16337,HA,CY013903,Yes,4,1721,H3N2,2000-11-25,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/30/2000,,1.220413088798523,-4.000704765319824,-0.865635097026825
16338,HA,CY012696,Yes,4,1721,H3N2,2004-09-14,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/31/2004,,1.9694316387176514,-2.9465386867523193,0.4181506037712097
16339,HA,CY012312,Yes,4,1721,H3N2,2001-08-28,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/34/2001,,0.28263014554977417,-3.4763290882110596,-0.3606722950935364
16340,HA,CY012064,Yes,4,1720,H3N2,2003-06-30,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/34/2003,,0.9034150242805481,-3.2807867527008057,0.25206613540649414
16341,HA,CY015572,Yes,4,1721,H3N2,2004-09-19,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/34/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16342,HA,CY013152,Yes,4,1720,H3N2,2004-09-21,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/35/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16343,HA,CY011632,No,4,1720,H3N2,2002-06-17,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/38/2002,,0.286144495010376,-3.707505941390991,-0.363586962223053
16344,HA,CY013493,Yes,4,1721,H3N2,2004-09-20,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/38/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16345,HA,CY011704,No,4,1721,H3N2,2003-05-22,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/4/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16346,HA,CY013911,Yes,4,1725,H3N2,2004-08-18,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/4/2004,,1.8991427421569824,-2.857292890548706,0.2589218020439148
16347,HA,CY015604,Yes,4,1714,H3N2,2005-07-12,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/4/2005,,1.2451233863830566,-2.184345006942749,0.31764286756515503
16348,HA,CY013485,Yes,4,1720,H3N2,2004-09-21,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/44/2004,,1.469287395477295,-2.6351449489593506,0.22663183510303497
16349,HA,CY013160,Yes,4,1724,H3N2,2004-09-21,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/45/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16350,HA,CY012656,Yes,4,1717,H3N2,2003-07-07,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/47/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16351,HA,CY012664,Yes,4,1719,H3N2,2003-07-08,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/49/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16352,HA,CY015612,Yes,4,1721,H3N2,2005-07-26,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/5/2005,,1.2744688987731934,-2.1602623462677,0.31302374601364136
16353,HA,CY012712,Yes,4,1716,H3N2,2004-09-23,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/52/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16354,HA,CY012376,Yes,4,1717,H3N2,2003-07-16,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/53/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16355,HA,CY020341,Yes,4,1718,H3N2,2004-09-27,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/55/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16356,HA,CY013517,No,4,1704,H3N2,2004-09-27,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/58/2004,,1.535963535308838,-2.5317981243133545,0.2656695246696472
16357,HA,CY013927,Yes,4,1724,H3N2,2004-09-28,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/59/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16358,HA,CY011984,No,4,1717,H3N2,2002-02-10,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/6/2002,,0.4614335894584656,-3.6534764766693115,-0.3562043309211731
16359,HA,CY012112,Yes,4,1722,H3N2,2004-08-18,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/6/2004,,1.3381361961364746,-2.8766133785247803,0.2908608317375183
16360,HA,CY015620,Yes,4,1721,H3N2,2005-08-14,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/6/2005,,1.3122820854187012,-2.3041393756866455,0.4872881770133972
16361,HA,CY016443,Yes,4,1721,H3N2,2004-10-07,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/61/2004,,1.718416690826416,-2.6353414058685303,0.20022745430469513
16362,HA,CY013549,Yes,4,1714,H3N2,2004-10-05,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/62/2004,,1.7323431968688965,-2.7846486568450928,0.22104568779468536
16363,HA,CY012336,Yes,4,1721,H3N2,2002-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/63/2002,,0.35953640937805176,-3.9123494625091553,-0.24168924987316132
16364,HA,CY013983,Yes,4,1721,H3N2,2004-10-19,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/64/2004,,1.8414177894592285,-2.944380521774292,0.35075587034225464
16365,HA,CY011640,Yes,4,1721,H3N2,2002-07-03,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/66/2002,,0.35953640937805176,-3.9123494625091553,-0.24168924987316132
16366,HA,CY012328,No,4,1719,H3N2,2002-06-11,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/7/2002,,0.4614335894584656,-3.6534764766693115,-0.3562043309211731
16367,HA,CY016475,Yes,4,1721,H3N2,2005-08-23,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/7/2005,,1.3122820854187012,-2.3041393756866455,0.4872881770133972
16368,HA,CY011992,No,4,1715,H3N2,2002-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/70/2002,,0.4395877718925476,-3.7479984760284424,-0.3358080983161926
16369,HA,CY012016,No,4,1719,H3N2,2002-07-15,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/71/2002,,0.4244653582572937,-3.766394853591919,-0.19690541923046112
16370,HA,CY012040,No,4,1721,H3N2,2002-08-20,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/79/2002,,0.34996145963668823,-3.6211159229278564,-0.24263601005077362
16371,HA,CY012680,Yes,4,1724,H3N2,2004-09-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/8/2004,,1.8991427421569824,-2.857292890548706,0.2589218020439148
16372,HA,CY014095,Yes,4,1717,H3N2,2005-08-23,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/8/2005,,1.1516928672790527,-2.088175058364868,0.31944912672042847
16373,HA,CY012032,No,4,1720,H3N2,2002-08-20,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/80/2002,,0.35953640937805176,-3.9123494625091553,-0.24168924987316132
16374,HA,CY011672,No,4,1721,H3N2,2002-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/83/2002,,0.35953640937805176,-3.9123494625091553,-0.24168924987316132
16375,HA,CY011680,No,4,1721,H3N2,2002-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/84/2002,,0.31435608863830566,-3.85302996635437,-0.31176334619522095
16376,HA,CY011688,No,4,1721,H3N2,2002-09-13,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/86/2002,,0.30649489164352417,-3.536720037460327,-0.32952719926834106
16377,HA,CY011020,No,4,1720,H3N2,2000-08-22,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/9/2000,,1.17483651638031,-3.9032232761383057,-0.8966991305351257
16378,HA,CY013080,Yes,4,1713,H3N2,2002-01-01,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/9/2002,,0.30066341161727905,-3.519231081008911,-0.3178589940071106
16379,HA,CY012648,No,4,1717,H3N2,2003-05-30,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/9/2003,,0.9889139533042908,-3.500840902328491,0.4076005816459656
16380,HA,CY014103,Yes,4,1721,H3N2,2005-08-23,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/9/2005,,1.3122820854187012,-2.3041393756866455,0.4872881770133972
16381,HA,CY009564,No,4,1721,H3N2,2001-07-04,IRD:Human,New Zealand,-N/A-,-N/A-,A/West Coast/28/2001,,1.2361444234848022,-4.09975004196167,-0.7914630770683289
16382,HA,CY009404,No,4,1721,H3N2,2001-07-03,IRD:Human,New Zealand,-N/A-,-N/A-,A/West Coast/32/2001,,1.2361444234848022,-4.09975004196167,-0.7914630770683289
16383,HA,CY009428,No,4,1721,H3N2,2001-07-13,IRD:Human,New Zealand,-N/A-,-N/A-,A/West Coast/55/2001,,1.2361444234848022,-4.09975004196167,-0.7914630770683289
16384,HA,KF789958,No,4,1701,H3N2,2013-01-03,IRD:Human,USA,West Virginia,12-13,A/West Virginia/01/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
16385,HA,KM064449,No,4,1701,H3N2,2014-01-03,IRD:Human,USA,West Virginia,13-14,A/West Virginia/01/2014,,1.132041096687317,-0.6201584339141846,2.2225704193115234
16386,HA,KT841834,Yes,4,1701,H3N2,2015-01-02,IRD:Human,USA,West Virginia,14-15,A/West Virginia/01/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16388,HA,KT835832,Yes,4,1701,H3N2,2015-01-28,IRD:Human,USA,West Virginia,14-15,A/West Virginia/02/2015,,0.02197261154651642,-1.9506354331970215,2.285675048828125
16390,HA,KC882548,No,4,1701,H3N2,2011-01-02,IRD:Human,USA,West Virginia,10-11,A/West Virginia/03/2011,,1.5184941291809082,-0.8560675382614136,1.0718708038330078
16391,HA,KC892326,No,4,1701,H3N2,2012-02-05,IRD:Human,USA,West Virginia,11-12,A/West Virginia/03/2012,,1.4783906936645508,-1.0927811861038208,1.71303129196167
16393,HA,KC882551,No,4,1701,H3N2,2011-01-08,IRD:Human,USA,West Virginia,10-11,A/West Virginia/04/2011,,1.5184941291809082,-0.8560675382614136,1.0718708038330078
16394,HA,KY090378,No,4,1701,H3N2,2015-01-26,IRD:Human,USA,West Virginia,14-15,A/West Virginia/04/2015,,-0.2967069745063782,-1.6455522775650024,2.0542140007019043
16396,HA,KC883135,No,4,1701,H3N2,2011-03-29,IRD:Human,USA,West Virginia,10-11,A/West Virginia/05/2011,,2.7432825565338135,-0.9664347171783447,1.3752256631851196
16397,HA,KF789974,No,4,1701,H3N2,2013-07-19,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/05/2013,,1.253932237625122,-0.6336652040481567,2.59865665435791
16398,HA,KY090169,No,4,1701,H3N2,2015-01-08,IRD:Human,USA,West Virginia,14-15,A/West Virginia/05/2015,,0.022043421864509583,-2.085446357727051,2.359227180480957
16399,HA,JQ290164,No,4,1701,H3N2,2011-11-21,IRD:Human,USA,West Virginia,11-12,A/West Virginia/06/2011,,0.2339441329240799,-1.5040161609649658,-0.43320518732070923
16400,HA,KF789978,No,4,1701,H3N2,2013-07-21,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/06/2013,,1.253932237625122,-0.6336652040481567,2.59865665435791
16401,HA,KT840368,Yes,4,1701,H3N2,2014-12-14,IRD:Human,USA,West Virginia,14-15,A/West Virginia/06/2014,,-0.2885034680366516,-1.7564579248428345,2.144782066345215
16402,HA,KT836091,Yes,4,1701,H3N2,2015-01-22,IRD:Human,USA,West Virginia,14-15,A/West Virginia/06/2015,,-0.1730201691389084,-1.961203694343567,2.2109556198120117
16403,HA,CY209056,Yes,4,1737,H3N2,2016-10-25,IRD:Human,USA,West Virginia,16-17,A/West Virginia/06/2016,,-1.0020663738250732,-1.3307826519012451,2.681882381439209
16404,HA,KY289151,Yes,4,1737,H3N2,2016-10-25,IRD:Human,USA,West Virginia,16-17,A/West Virginia/06/2016,,-0.8922818303108215,-1.1714274883270264,2.4860291481018066
16407,HA,KT836064,Yes,4,1701,H3N2,2015-01-25,IRD:Human,USA,West Virginia,14-15,A/West Virginia/07/2015,,-0.1730201691389084,-1.961203694343567,2.2109556198120117
16408,HA,KY289131,Yes,4,1737,H3N2,2016-10-25,IRD:Human,USA,West Virginia,16-17,A/West Virginia/07/2016,,-1.0020663738250732,-1.3307826519012451,2.681882381439209
16411,HA,KY090383,No,4,1701,H3N2,2015-01-22,IRD:Human,USA,West Virginia,14-15,A/West Virginia/08/2015,,0.011706545948982239,-2.0230636596679688,2.3458642959594727
16412,HA,CY213922,Yes,4,1737,H3N2,2016-10-31,IRD:Human,USA,West Virginia,16-17,A/West Virginia/08/2016,,-0.34400445222854614,-1.7461353540420532,1.680821180343628
16413,HA,CY210393,Yes,4,1737,H3N2,2016-10-31,IRD:Human,USA,West Virginia,16-17,A/West Virginia/08/2016,,-0.34400445222854614,-1.7461353540420532,1.680821180343628
16414,HA,CY211702,No,4,1737,H3N2,2016-11-02,IRD:Human,USA,West Virginia,16-17,A/West Virginia/09/2016,,-0.34400445222854614,-1.7461353540420532,1.680821180343628
16417,HA,KF789858,No,4,1701,H3N2,2013-07-19,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/10/2013,,1.253932237625122,-0.6336652040481567,2.59865665435791
16418,HA,CY211962,Yes,4,1737,H3N2,2016-11-25,IRD:Human,USA,West Virginia,16-17,A/West Virginia/10/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
16420,HA,KF790483,No,4,1701,H3N2,2013-07-19,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/11/2013,,1.253932237625122,-0.6336652040481567,2.59865665435791
16421,HA,CY211970,Yes,4,1737,H3N2,2016-12-07,IRD:Human,USA,West Virginia,16-17,A/West Virginia/11/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
16424,HA,CY214546,Yes,4,1737,H3N2,2016-12-07,IRD:Human,USA,West Virginia,16-17,A/West Virginia/12/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
16427,HA,CY214554,Yes,4,1737,H3N2,2016-12-13,IRD:Human,USA,West Virginia,16-17,A/West Virginia/13/2016,,-1.0295131206512451,-1.1799418926239014,2.5350942611694336
16429,HA,CY214562,Yes,4,1737,H3N2,2016-12-16,IRD:Human,USA,West Virginia,16-17,A/West Virginia/14/2016,,-0.8223379254341125,-1.6777427196502686,3.001600742340088
16430,HA,CY222677,Yes,4,1737,H3N2,2016-12-27,IRD:Human,USA,West Virginia,16-17,A/West Virginia/15/2016,,-0.9336431622505188,-1.5251643657684326,2.3569159507751465
16431,HA,CY216673,Yes,4,1737,H3N2,2016-12-27,IRD:Human,USA,West Virginia,16-17,A/West Virginia/15/2016,,-0.9336431622505188,-1.5251643657684326,2.3569159507751465
16434,HA,KC892958,No,4,1701,H3N2,2012-08-05,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/17/2012,,1.6214993000030518,-0.5267478227615356,0.85446697473526
16435,HA,KF789605,Yes,4,1701,H3N2,2012-11-20,IRD:Human,USA,West Virginia,12-13,A/West Virginia/20/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
16436,HA,KY116975,Yes,4,1737,H3N2,2012-11-20,IRD:Human,USA,West Virginia,12-13,A/West Virginia/20/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
16437,HA,KU591103,Yes,4,1701,H3N2,2015-10-08,IRD:Human,USA,West Virginia,15-16,A/West Virginia/23/2015,,-0.08810214698314667,-1.5449734926223755,2.2645764350891113
16438,HA,KU591598,Yes,4,1701,H3N2,2015-10-19,IRD:Human,USA,West Virginia,15-16,A/West Virginia/24/2015,,-0.09931831061840057,-2.1604552268981934,2.1684646606445312
16439,HA,CY017323,Yes,4,1727,H3N2,2000-09-12,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/1/2000,,1.2361444234848022,-4.09975004196167,-0.7914630770683289
16440,HA,CY016491,Yes,4,1712,H3N2,2000-10-19,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/10/2000,,1.2361444234848022,-4.09975004196167,-0.7914630770683289
16441,HA,CY015668,Yes,4,1721,H3N2,2000-10-14,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/11/2000,,1.1549323797225952,-4.080760955810547,-0.8211309313774109
16442,HA,CY016499,Yes,4,1711,H3N2,2000-10-11,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/12/2000,,1.195532202720642,-3.9556477069854736,-0.8896333575248718
16443,HA,CY015676,Yes,4,1718,H3N2,2001-07-11,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/13/2001,,0.5636256337165833,-3.092560052871704,-0.2824980616569519
16444,HA,CY015684,Yes,4,1710,H3N2,2001-09-26,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/14/2001,,0.5505172610282898,-3.7636845111846924,-0.1639268845319748
16445,HA,CY013216,Yes,4,1723,H3N2,2001-09-25,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/15/2001,,0.3075858950614929,-3.7822458744049072,-0.2868350148200989
16446,HA,CY015692,Yes,4,1723,H3N2,2001-09-25,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/16/2001,,0.3075858950614929,-3.7822458744049072,-0.2868350148200989
16447,HA,CY015700,Yes,4,1724,H3N2,2001-10-02,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/17/2001,,0.3075858950614929,-3.7822458744049072,-0.2868350148200989
16448,HA,CY015644,Yes,4,1718,H3N2,2000-09-20,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/2/2000,,1.220413088798523,-4.000704765319824,-0.865635097026825
16449,HA,CY013224,Yes,4,1724,H3N2,2002-06-25,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/23/2002,,0.3350507616996765,-3.7632815837860107,-0.26184016466140747
16450,HA,CY017355,Yes,4,1717,H3N2,2002-06-25,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/24/2002,,0.4380428194999695,-3.8662631511688232,-0.17673902213573456
16451,HA,CY015708,Yes,4,1717,H3N2,2002-07-10,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/25/2002,,0.32967108488082886,-3.7191717624664307,-0.17069320380687714
16452,HA,CY015716,Yes,4,1721,H3N2,2002-07-08,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/26/2002,,0.4380428194999695,-3.8662631511688232,-0.17673902213573456
16453,HA,CY017083,Yes,4,1717,H3N2,2002-07-21,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/27/2002,,0.33896464109420776,-3.6387245655059814,-0.26957160234451294
16454,HA,CY015724,Yes,4,1713,H3N2,2002-08-06,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/28/2002,,0.44438284635543823,-3.596034288406372,-0.3160603642463684
16455,HA,CY015732,Yes,4,1715,H3N2,2002-08-21,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/29/2002,,0.4395877718925476,-3.7479984760284424,-0.3358080983161926
